"lat","lon","name","type","address"
52.043105,5.668919,"Cafetaria  Goofy's Corner"," cafe food establishment","Nieuwe Stationsstraat 23 Ede gld"
52.044566,5.668767,"De Heidebrouwerij"," restaurant meal_delivery food establishment","Kuiperplein 39 Ede"
52.04493,5.671918,"Café Rail Road"," bakery store food establishment","Achterdoelen 21 Ede"
52.04297,5.668898,"Holyland"," cafe food establishment","Nieuwe Stationsstraat 27 Ede gld"
52.043202,5.668935,""," cafe bar food establishment","Nieuwe Stationsstraat 19 Ede gld"
52.043876,5.670693,""," cafe food establishment","Vendelstraat 9 Ede gld"
52.042511,5.660453,""," restaurant food establishment","Veenderweg 115 Ede gld"
52.045212,5.672416,""," cafe food establishment","Achterdoelen 11 Ede gld"
52.046548,5.66704,""," cafe food establishment","Telefoonweg 45 Ede"
52.038468,5.655995,""," meal_takeaway restaurant meal_delivery food establishment","Rozenplein 62 Ede"
52.041142,5.655949,""," restaurant food establishment","Soembalaan 6 Ede"
52.042931,5.668602,""," cafe food establishment","Museumplein 1-A Ede gld"
52.04561,5.667367,""," food store establishment","Brouwerstraat 120 Ede gld"
52.047361,5.669836,""," cafe food establishment","Notaris Fischerstraat 4 Ede gld"
52.043861,5.670024,""," restaurant food establishment","Grotestraat 2A Ede"
52.044155,5.670902,""," restaurant meal_delivery food establishment","Vendelstraat 6 Ede"
52.046463,5.671404,""," cafe restaurant food establishment","Grotestraat 60A Ede"
52.043124,5.669615,""," food store establishment","Maandereind 15 Ede gld"
52.032555,5.655773,""," cafe food establishment","Verlengde Maanderweg 160 Ede gld"
52.033954,5.678848,""," restaurant food establishment","Nieuwe Kazernelaan 2 Ede"
52.043105,5.668919,""," cafe food establishment","Nieuwe Stationsstraat 23 Ede gld"
52.044566,5.668767,""," restaurant meal_delivery food establishment","Kuiperplein 39 Ede"
